Freq;Ampl;Phase;Cohe
5.00;0.21;179.41;1.00
5.06;0.21;179.37;1.00
5.12;0.21;179.21;1.00
5.18;0.22;178.95;1.00
5.24;0.23;178.71;1.00
5.30;0.24;178.69;1.00
5.36;0.24;178.85;1.00
5.43;0.25;179.04;1.00
5.49;0.25;179.17;1.00
5.56;0.25;179.24;1.00
5.62;0.25;179.25;1.00
5.69;0.26;179.19;1.00
5.76;0.27;179.08;1.00
5.82;0.27;178.96;1.00
5.89;0.28;178.86;1.00
5.96;0.29;178.83;1.00
6.03;0.29;178.90;1.00
6.10;0.30;178.99;1.00
6.17;0.31;179.02;1.00
6.25;0.32;178.97;1.00
6.32;0.33;178.90;1.00
6.40;0.34;178.88;1.00
6.47;0.35;178.94;1.00
6.55;0.36;179.07;1.00
6.62;0.36;179.15;1.00
6.70;0.38;179.08;1.00
6.78;0.39;179.01;1.00
6.86;0.40;179.09;1.00
6.94;0.41;179.19;1.00
7.02;0.42;179.19;1.00
7.11;0.43;179.15;1.00
7.19;0.45;179.11;1.00
7.28;0.46;179.06;1.00
7.36;0.47;179.01;1.00
7.45;0.49;178.99;1.00
7.54;0.50;178.97;1.00
7.63;0.52;178.86;1.00
7.72;0.53;178.77;1.00
7.81;0.55;178.72;1.00
7.90;0.56;178.74;1.00
7.99;0.58;178.78;1.00
8.09;0.60;178.81;1.00
8.18;0.62;178.84;1.00
8.28;0.63;178.86;1.00
8.38;0.65;178.86;1.00
8.47;0.67;178.86;1.00
8.57;0.69;178.97;1.00
8.68;0.71;179.10;1.00
8.78;0.74;179.22;1.00
8.88;0.76;179.14;1.00
8.99;0.79;179.06;1.00
9.09;0.81;179.12;1.00
9.20;0.84;179.22;1.00
9.31;0.87;179.27;1.00
9.42;0.90;179.31;1.00
9.53;0.93;179.25;1.00
9.64;0.96;178.88;1.00
9.75;0.99;178.42;1.00
9.87;1.03;178.30;1.00
9.99;1.07;178.42;1.00
10.10;1.11;178.42;1.00
10.22;1.13;178.15;1.00
10.34;1.13;178.09;1.00
10.47;1.16;178.13;1.00
10.59;1.19;178.20;1.00
10.71;1.23;178.05;1.00
10.84;1.28;177.86;1.00
10.97;1.34;177.87;1.00
11.10;1.39;177.91;1.00
11.23;1.44;177.89;1.00
11.36;1.50;177.82;1.00
11.49;1.56;177.89;1.00
11.63;1.62;178.00;1.00
11.77;1.68;177.95;1.00
11.91;1.76;177.87;1.00
12.05;1.84;177.89;1.00
12.19;1.92;177.99;1.00
12.33;2.01;177.82;1.00
12.48;2.11;177.74;1.00
12.63;2.21;177.49;1.00
12.77;2.34;177.44;1.00
12.92;2.44;177.52;1.00
13.08;2.58;177.29;1.00
13.23;2.71;177.11;1.00
13.39;2.88;177.23;1.00
13.55;3.05;177.09;1.00
13.71;3.23;176.96;1.00
13.87;3.43;177.02;1.00
14.03;3.62;177.03;1.00
14.20;3.82;176.40;1.00
14.36;4.10;175.66;1.00
14.53;4.53;175.21;1.00
14.70;4.94;175.14;1.00
14.88;5.38;174.82;1.00
15.05;5.85;174.48;1.00
15.23;6.23;171.88;1.00
15.41;6.95;169.76;1.00
15.59;7.87;169.38;1.00
15.78;9.00;166.89;1.00
15.96;10.24;162.16;1.00
16.15;11.66;159.24;0.99
16.34;13.13;153.98;0.99
16.53;15.79;143.49;0.98
16.73;18.71;130.60;0.97
16.93;25.63;108.07;0.96
17.13;44.65;73.80;0.96
17.33;63.06;50.47;0.97
17.53;60.56;33.55;0.98
17.74;45.29;25.58;0.99
17.95;32.85;19.64;0.99
18.16;26.41;15.01;1.00
18.37;22.31;9.99;1.00
18.59;19.34;9.64;1.00
18.81;16.35;7.34;1.00
19.03;13.72;6.18;1.00
19.26;12.17;6.40;1.00
19.48;10.98;5.54;1.00
19.71;9.94;4.88;1.00
19.95;8.98;4.57;1.00
20.18;8.43;3.96;1.00
20.42;7.73;4.06;1.00
20.66;7.28;4.57;1.00
20.90;6.90;3.94;1.00
21.15;6.40;3.33;1.00
21.40;6.09;3.83;1.00
21.65;5.81;4.34;1.00
21.91;5.63;4.05;1.00
22.16;5.43;3.47;1.00
22.43;5.22;2.88;1.00
22.69;4.97;3.18;1.00
22.96;4.84;3.48;1.00
23.23;4.81;3.11;1.00
23.50;4.64;2.96;1.00
23.78;4.49;2.87;1.00
24.06;4.33;3.16;1.00
24.34;4.20;2.99;1.00
24.63;4.12;3.23;1.00
24.92;4.03;3.04;1.00
25.22;3.91;4.00;1.00
25.51;3.86;4.08;1.00
25.81;3.89;3.93;1.00
26.12;3.85;3.64;1.00
26.43;3.76;3.86;1.00
26.74;3.69;4.00;1.00
27.05;3.62;4.27;1.00
27.37;3.52;4.16;1.00
27.70;3.51;3.80;1.00
28.02;3.48;3.65;1.00
28.35;3.41;3.14;1.00
28.69;3.37;2.70;1.00
29.03;3.33;2.40;1.00
29.37;3.29;1.85;1.00
29.71;3.25;1.37;1.00
30.06;3.22;1.47;1.00
30.42;3.16;1.67;1.00
30.78;3.11;1.85;1.00
31.14;3.06;2.26;1.00
31.51;3.01;2.65;1.00
31.88;2.97;2.98;1.00
32.26;2.95;2.93;1.00
32.64;2.92;2.93;1.00
33.02;2.89;2.92;1.00
33.41;2.88;2.88;1.00
33.80;2.85;3.16;1.00
34.20;2.83;3.55;1.00
34.61;2.82;3.81;1.00
35.02;2.81;3.99;1.00
35.43;2.80;3.84;1.00
35.85;2.79;3.48;1.00
36.27;2.78;3.11;1.00
36.70;2.79;2.92;1.00
37.13;2.78;2.61;1.00
37.57;2.77;2.35;1.00
38.01;2.77;1.97;1.00
38.46;2.75;1.57;1.00
38.91;2.73;1.22;1.00
39.37;2.72;0.85;1.00
39.84;2.70;0.65;1.00
40.31;2.67;0.37;1.00
40.78;2.65;0.33;1.00
41.26;2.63;0.25;1.00
41.75;2.61;0.03;1.00
42.24;2.59;-0.06;1.00
42.74;2.56;-0.04;1.00
43.24;2.55;-0.15;1.00
43.75;2.54;-0.29;1.00
44.27;2.52;-0.31;1.00
44.79;2.50;-0.30;1.00
45.32;2.48;-0.33;1.00
45.85;2.48;-0.32;1.00
46.39;2.47;-0.56;1.00
46.94;2.46;-0.74;1.00
47.50;2.45;-1.07;1.00
48.06;2.44;-1.30;1.00
48.62;2.42;-1.61;1.00
49.20;2.40;-1.97;1.00
49.78;2.38;-2.09;1.00
50.36;2.37;-2.16;1.00
50.96;2.35;-2.35;1.00
51.56;2.34;-2.56;1.00
52.17;2.33;-2.73;1.00
52.78;2.29;-2.79;1.00
53.40;2.27;-2.81;1.00
54.03;2.26;-2.58;1.00
54.67;2.22;-2.48;1.00
55.32;2.21;-2.62;1.00
55.97;2.19;-2.73;1.00
56.63;2.18;-2.73;1.00
57.30;2.17;-2.93;1.00
57.97;2.15;-3.10;1.00
58.66;2.13;-3.38;1.00
59.35;2.12;-3.56;1.00
60.05;2.10;-3.72;1.00
60.76;2.06;-3.41;1.00
61.47;2.01;-2.87;1.00
62.20;1.98;-2.07;1.00
62.93;1.96;-1.35;1.00
63.67;1.95;-0.82;1.00
64.42;1.94;-0.45;1.00
65.18;1.94;-0.18;1.00
65.95;1.94;0.11;1.00
66.73;1.93;0.34;1.00
67.52;1.94;0.44;1.00
68.31;1.93;0.52;1.00
69.12;1.93;0.63;1.00
69.93;1.92;0.38;1.00
70.76;1.92;0.37;1.00
71.59;1.91;0.29;1.00
72.44;1.90;0.21;1.00
73.29;1.90;0.27;1.00
74.16;1.88;0.18;1.00
75.03;1.87;0.09;1.00
75.92;1.85;0.15;1.00
76.81;1.84;0.09;1.00
77.72;1.83;0.07;1.00
78.63;1.81;0.07;1.00
79.56;1.80;-0.08;1.00
80.50;1.79;-0.16;1.00
81.45;1.77;-0.29;1.00
82.41;1.75;-0.42;1.00
83.38;1.73;-0.42;1.00
84.37;1.71;-0.52;1.00
85.36;1.69;-0.51;1.00
86.37;1.66;-0.45;1.00
87.39;1.64;-0.42;1.00
88.42;1.61;-0.31;1.00
89.46;1.59;-0.21;1.00
90.51;1.56;-0.15;1.00
91.58;1.54;-0.10;1.00
92.66;1.52;0.02;1.00
93.75;1.49;0.11;1.00
94.86;1.46;0.17;1.00
95.98;1.43;0.10;1.00
97.11;1.40;0.26;1.00
98.26;1.36;0.16;1.00
99.42;1.33;0.24;1.00
100.59;1.29;0.32;1.00
101.77;1.24;0.40;1.00
102.97;1.20;0.50;1.00
104.19;1.15;0.65;1.00
105.42;1.10;0.86;1.00
106.66;1.04;1.08;1.00
107.92;0.99;1.38;1.00
109.19;0.92;1.86;1.00
110.48;0.85;2.39;1.00
111.78;0.77;3.25;1.00
113.10;0.69;4.45;1.00
114.43;0.58;6.72;1.00
115.78;0.48;10.87;0.99
117.15;0.37;21.18;0.98
118.53;0.27;44.45;0.96
119.93;0.16;86.74;0.85
121.34;0.22;137.61;0.92
122.77;0.26;165.87;0.90
124.22;0.39;171.70;0.94
125.69;0.65;170.46;0.97
127.17;0.99;169.86;0.98
128.67;1.30;169.81;0.99
130.19;1.71;169.72;0.99
131.72;2.18;170.11;0.99
133.28;2.77;169.87;0.99
134.85;3.64;169.31;0.99
136.44;4.69;168.56;0.99
138.05;6.17;166.71;0.99
139.68;7.34;165.73;0.98
141.32;7.48;163.66;0.94
142.99;13.71;98.51;0.46
144.68;41.88;54.93;0.92
146.38;28.81;31.29;0.96
148.11;19.01;23.11;0.99
149.86;14.06;20.38;1.00
151.62;11.78;18.74;1.00
153.41;10.29;16.77;1.00
155.22;9.32;14.90;1.00
157.05;8.63;12.14;1.00
158.90;8.11;9.38;1.00
160.78;7.58;6.72;1.00
162.67;7.06;5.25;1.00
164.59;6.64;3.82;1.00
166.53;6.18;2.89;1.00
168.50;5.86;2.39;1.00
170.49;5.52;2.04;1.00
172.50;5.29;1.67;1.00
174.53;5.06;1.45;1.00
176.59;4.90;1.21;1.00
178.67;4.75;0.94;1.00
180.78;4.60;0.81;1.00
182.91;4.47;0.56;1.00
185.07;4.36;0.51;1.00
187.25;4.24;0.48;1.00
189.46;4.13;0.53;1.00
191.69;4.07;0.34;1.00
193.96;3.96;0.26;1.00
196.24;3.91;0.26;1.00
198.56;3.83;0.14;1.00
200.90;3.77;-0.02;1.00
203.27;3.71;-0.08;1.00
205.67;3.63;-0.06;1.00
208.09;3.57;-0.02;1.00
210.55;3.52;0.00;1.00
213.03;3.47;-0.01;1.00
215.54;3.42;-0.03;1.00
218.08;3.37;-0.02;1.00
220.66;3.33;-0.10;1.00
223.26;3.29;0.00;1.00
225.89;3.24;-0.04;1.00
228.55;3.21;0.01;1.00
231.25;3.17;0.00;1.00
233.98;3.14;-0.11;1.00
236.74;3.10;-0.17;1.00
239.53;3.05;-0.19;1.00
242.35;3.01;-0.19;1.00
245.21;2.97;-0.20;1.00
248.10;2.94;-0.15;1.00
251.03;2.90;-0.09;1.00
253.99;2.86;-0.19;1.00
256.99;2.83;-0.11;1.00
260.02;2.78;-0.11;1.00
263.08;2.74;-0.14;1.00
266.19;2.70;-0.15;1.00
269.33;2.66;-0.05;1.00
272.50;2.61;0.00;1.00
275.72;2.57;-0.04;1.00
278.97;2.52;-0.02;1.00
282.26;2.47;-0.02;1.00
285.59;2.41;0.08;1.00
288.96;2.35;0.13;1.00
292.36;2.29;0.23;1.00
295.81;2.23;0.33;1.00
299.30;2.15;0.53;1.00
302.83;2.06;0.82;1.00
306.40;1.96;1.32;1.00
310.02;1.84;2.34;1.00
313.67;1.71;4.18;1.00
317.37;1.53;8.25;1.00
321.12;1.35;17.21;0.99
324.90;1.24;39.13;0.98
328.73;1.25;60.61;0.97
332.61;1.55;66.64;0.97
336.53;2.15;59.89;0.97
340.50;3.05;45.51;0.98
344.52;3.86;30.56;0.99
348.58;3.99;21.17;1.00
352.69;3.73;14.93;1.00
356.85;3.42;11.19;1.00
361.06;3.11;8.95;1.00
365.32;2.84;7.69;1.00
369.63;2.59;7.06;1.00
373.99;2.34;7.28;1.00
378.40;2.11;8.56;1.00
382.86;1.84;12.97;1.00
387.38;1.60;22.89;0.99
391.95;1.39;37.23;0.99
396.57;1.28;46.84;1.00
401.25;1.29;54.29;1.00
405.98;1.35;59.55;1.00
410.77;1.42;64.25;1.00
415.61;1.50;70.05;1.00
420.51;1.59;75.16;1.00
425.47;1.72;79.73;1.00
430.49;1.88;83.46;1.00
435.57;2.07;86.06;1.00
440.70;2.29;87.13;1.00
445.90;2.58;87.21;1.00
451.16;2.86;86.80;1.00
456.48;3.16;86.29;1.00
461.87;3.52;85.45;1.00
467.31;3.87;84.25;1.00
472.82;4.32;82.34;1.00
478.40;4.76;79.76;1.00
484.04;5.35;75.75;1.00
489.75;5.95;71.05;1.00
495.53;6.63;64.29;1.00
501.37;7.21;57.63;1.00
507.29;7.70;49.51;1.00
513.27;7.99;41.17;1.00
519.32;8.09;33.80;1.00
525.45;7.82;27.14;1.00
531.64;7.50;21.70;1.00
537.91;6.99;17.06;1.00
544.26;6.55;14.01;1.00
550.68;6.10;11.12;1.00
557.17;5.70;9.24;1.00
563.74;5.30;8.06;1.00
570.39;4.89;7.44;1.00
577.12;4.56;7.59;1.00
583.93;4.24;9.51;1.00
590.81;3.98;12.91;1.00
597.78;3.79;17.46;1.00
604.83;3.74;18.92;1.00
611.96;4.25;9.46;1.00
619.18;4.28;6.17;1.00
626.48;3.95;5.96;1.00
633.87;3.67;5.12;1.00
641.35;3.47;3.41;1.00
648.91;3.26;2.37;1.00
656.57;3.04;2.00;1.00
664.31;2.80;1.85;1.00
672.14;2.57;2.08;1.00
680.07;2.32;2.44;1.00
688.09;2.09;3.05;1.00
696.21;1.83;4.03;1.00
704.42;1.53;5.42;0.99
712.73;1.14;11.82;0.98
721.13;0.82;59.75;0.88
729.64;0.68;105.72;0.94
738.24;0.77;130.06;0.97
746.95;0.98;143.36;0.98
755.76;1.34;152.85;0.98
764.67;1.81;157.61;0.98
773.69;2.47;159.92;0.98
782.82;3.17;159.53;0.99
792.05;4.70;159.29;0.99
801.39;4.91;158.08;0.99
810.84;5.86;155.60;0.98
820.40;10.01;150.33;0.97
830.08;15.50;141.34;0.97
839.87;23.56;120.98;0.93
849.78;38.14;85.43;0.93
859.80;46.70;49.09;0.95
869.94;35.98;29.84;0.98
880.20;27.89;19.98;0.99
890.58;22.27;15.02;0.99
901.08;18.19;12.08;1.00
911.71;15.88;9.58;1.00
922.46;14.14;8.10;1.00
933.34;12.66;6.76;1.00
944.35;11.70;5.46;1.00
955.49;10.80;5.53;1.00
966.76;10.09;4.40;1.00
978.16;9.52;4.21;1.00
989.69;9.09;4.33;1.00
1001.37;8.91;4.30;1.00